sport_id,date_key,date,sport,event_name,stadium
1271,20241127,27-11-2024,Women's Volleyball,vs Ohio State University,"Madison, WI UW Field House"
1272,20241103,03-11-2024,Women's Volleyball,at University of Illinois,"Urbana-Champaign, IL"
1273,20241130,30-11-2024,Women's Volleyball,vs Michigan State University,"Madison, WI UW Field House"
1274,20241108,08-11-2024,Women's Volleyball,vs University of Iowa,"Madison, WI UW Field House"
1275,20241109,09-11-2024,Women's Volleyball,vs #3 Penn State University,"Madison, WI UW Field House"
1276,20241011,11-10-2024,Women's Volleyball,vs University of Maryland,"Madison, WI UW Field House"
1277,20241013,13-10-2024,Women's Volleyball,vs Northwestern University,"Madison, WI UW Field House"
1278,20241018,18-10-2024,Women's Volleyball,vs #11 University of Oregon,"Madison, WI UW Field House"
1279,20241002,02-10-2024,Women's Volleyball,at Rutgers University,"Piscataway, NJ"
1280,20241020,20-10-2024,Women's Volleyball,at University of Michigan,"Ann Arbor, MI"
1281,20241024,24-10-2024,Women's Volleyball,at RV Indiana University,"Bloomington, IN"
1282,20241026,26-10-2024,Women's Volleyball,at #10 Purdue University,"West Lafayette, IN"
1283,20241006,06-10-2024,Women's Volleyball,vs #25 University of Washington,"Madison, WI UW Field House"
1284,20240901,01-09-2024,Women's Volleyball,#1 University of Texas,"Milwaukee, WI Fiserv Forum"
1285,20240910,10-09-2024,Women's Volleyball,vs Milwaukee,"Madison, WI UW Field House"
1286,20240917,17-09-2024,Women's Volleyball,vs RV Marquette University,"Madison, WI Kohl Center"
1287,20240902,02-09-2024,Women's Volleyball,#5 Stanford University,"Milwaukee, WI Fiserv Forum"
1288,20240920,20-09-2024,Women's Volleyball,vs Troy University,"Madison, WI UW Field House"
1289,20240921,21-09-2024,Women's Volleyball,vs Texas A&M University,"Madison, WI UW Field House"
1290,20240925,25-09-2024,Women's Volleyball,at #18 University of Minnesota,"Minneapolis, MN"
1291,20240928,28-09-2024,Women's Volleyball,at Northwestern University,"Evanston, IL"
1292,20240906,06-09-2024,Women's Volleyball,RV TCU,"Waco, Texas"
1293,20240907,07-09-2024,Women's Volleyball,at #23 Baylor University,"Waco, TX"
1294,20241221,21-12-2024,Men's Wrestling,Campbell,"Kissimmee, FL"
1295,20241221,21-12-2024,Men's Wrestling,West Virginia,"Kissimmee, FL"
1296,20241221,21-12-2024,Men's Wrestling,NDSU,"Kissimmee, FL"
1297,20241207,07-12-2024,Men's Wrestling,at Bucknell,"Lewisburg, PA"
1298,20241208,08-12-2024,Men's Wrestling,at Bloomsburg,"Bloomsburg, PA"
1299,20241208,08-12-2024,Men's Wrestling,at Lock Haven,"Lock Haven, PA"
1300,20241101,01-11-2024,Men's Wrestling,Ohio,"La Crosse, WI"
1301,20241124,24-11-2024,Men's Wrestling,vs Rider,"Madison, WI UW Field House"
1302,20241109,09-11-2024,Men's Wrestling,at Michigan State Open,"East Lansing, MI"
